Stadt,Jahr,Vegetationsindex NE,Vegetationsindex NW,Vegetationsindex SE,Vegetationsindex SW,Niederschlag [mm],Lufttemperatur [K],Temperatur [K],Taupunkttemperatur [K],Maximum Temperatur [K],Minimum Temperatur [K],Niederschlag [kg/m*m],Relative Luftfeuchtigkeit [%],Spezifische Luftfeuchtigkeit [g/kg],Temperatur [°C],Maximum Temperatur [°C],Minimum Temperatur [°C],Dengue Fälle
iq,2005-08-08,0.28,0.23,0.28,0.24,38.17,298.93,300.34,293.64,309.7,293.5,1.99,74.86,15.15,27.32,33.5,19.8,5
sj,2005-08-08,0.14218700475435816,0.02,0.27,0.19,18.15,301.35,301.38,297.37,303.5,299.2,11.93,79.25,18.94,29.47,33.9,25.6,82
sj,2005-08-15,0.05,0.07,0.09,0.1,29.86,301.47,301.46,297.19,303.7,299.2,21.1,77.74,18.72,29.33,33.3,25.6,126
iq,2005-08-15,0.27,0.29,0.34,0.29,17.85,299.61,300.43,291.78,310.5,290.7,6.0,64.66,13.59,27.18576786978061,32.8,17.3,4
sj,2005-08-22,-0.12,0.05,0.11,0.14,99.02,301.18,301.22,296.69,303.7,299.1,28.1,76.73,18.17,27.93,33.3,22.8,119
iq,2005-08-22,0.33,0.27,0.27,0.3,69.62,298.43,299.68,294.95,309.0,292.9,15.82,83.85,16.44,27.75,35.0,20.3,0
sj,2005-08-29,0.14218700475435816,-0.01,0.11,0.11,77.05,301.29,301.39,297.29,303.4,299.5,30.0,79.08,18.87,28.09,32.2,22.2,137
iq,2005-08-29,0.46,0.36,0.36,0.38,12.81,298.18,299.37,293.92,308.6,292.4,11.0,79.65,15.43,26.8,35.2,21.4,0
iq,2005-09-05,0.34,0.2,0.32,0.31,36.98,300.06,301.21,294.01,309.3,293.4,4.2,71.97,15.52,27.18576786978061,32.452437325905294,21.8,0
sj,2005-09-05,0.0,-0.03,0.21,0.22,23.3,301.47,301.51,296.64,304.1,298.6,3.7,75.44,18.16,28.86,33.9,24.4,131
sj,2005-09-12,0.01,0.0,0.15,0.15,43.57,302.2,302.16,297.8,304.3,299.9,11.9,77.27,19.44,29.24,33.9,24.4,112
iq,2005-09-12,0.24,0.21,0.24,0.23,18.66,298.88,299.81,295.66,307.3,292.9,35.3,83.73,17.22,27.18576786978061,32.452437325905294,22.10214979195562,0
sj,2005-09-19,0.03,-0.06,0.16,0.18,66.86,301.5,301.51,297.0,303.7,298.9,14.6,76.66,18.51,28.59,32.2,24.4,82
iq,2005-09-19,0.18,0.2,0.15,0.21,2.56,298.5,299.76,293.56,309.1,292.4,13.7,76.6,15.06,25.77,34.3,16.9,0
sj,2005-09-26,0.0,-0.03,0.18,0.16,36.86,301.11,301.37,297.13,304.0,298.8,38.4,79.08,18.7,28.63,32.2,25.0,73
iq,2005-09-26,0.41,0.43,0.37,0.42,29.8,301.18,302.93,293.75,314.0,294.8,4.2,67.21,15.33,28.65,37.1,20.7,2
iq,2005-10-03,0.33,0.35,0.26,0.32,54.7,299.11,300.25,293.9,312.7,292.1,4.6,74.95,15.44,28.8,36.3,21.0,4
sj,2005-10-03,0.05,0.04,0.11,0.08,68.31,301.09,301.13,296.96,303.3,299.5,27.3,78.35,18.5,28.01,32.8,23.3,43
iq,2005-10-10,0.37,0.28,0.37,0.35,60.0,299.52,300.86,294.39,313.2,293.2,22.2,75.51,15.92,28.5,37.0,22.3,4
sj,2005-10-10,0.04,0.03,0.06,0.04,157.83,299.83,300.01,296.55,303.0,297.9,60.4,82.26,18.04,27.01,32.2,22.8,55
iq,2005-10-17,0.31,0.28,0.35,0.29,73.97,299.58,301.19,295.77,310.5,291.9,35.08,81.69,17.42,29.1,36.5,21.7,3
sj,2005-10-17,0.02,0.03,0.24,0.2,112.16,300.62,300.88,297.33,303.1,298.0,18.7,82.39,18.96,28.04,33.9,23.3,55
iq,2005-10-24,0.36,0.3,0.29,0.33,100.06,298.07,299.16,295.8,307.4,294.0,59.7,89.14,17.36,28.3,34.3,21.3,3
sj,2005-10-24,-0.03,0.05,0.17,0.16,20.75,300.69,300.71,297.39,303.1,298.7,70.3,82.42,18.99,27.97,33.3,23.9,53
sj,2005-10-31,0.08,-0.06,0.25,0.2,39.72,300.84,300.94,296.83,302.9,298.9,26.26,78.97,18.34,27.96,32.8,23.9,46
iq,2005-10-31,0.19,0.21,0.17,0.18,59.15,299.46,301.48,296.81,308.6,294.9,49.85,87.23,18.55,28.23,34.3,21.8,5
iq,2005-11-07,0.39,0.3,0.4,0.41,75.36,298.6,300.08,296.36,309.4,292.9,143.8,89.31,17.97,27.18576786978061,34.6,22.3,6
sj,2005-11-07,-0.0,0.06,0.2,0.15,27.22,300.66,300.74,296.75,302.6,299.0,20.43,79.33,18.23,27.87,32.8,23.3,43
sj,2005-11-14,0.05,0.02,0.2,0.18,37.36,299.97,299.81,296.19,301.6,298.0,93.9,79.9,17.64,27.16,31.1,23.3,29
iq,2005-11-14,0.44,0.35,0.34,0.47,49.87,298.31,300.09,296.9,307.2,295.0,45.0,93.18,18.58,27.6,34.5,21.5,14
iq,2005-11-21,0.28,0.22,0.29,0.24,72.34,299.41,300.63,297.39,309.1,295.2,63.53,90.35,19.19,28.5,35.0,21.8,3
sj,2005-11-21,0.14218700475435816,0.17,0.22,0.19,14.49,299.47,299.56,295.12,301.4,298.0,40.81,77.25,16.55,26.53,30.0,22.2,22
iq,2005-11-28,0.32,0.3,0.34,0.42,78.52,299.42,300.45,296.61,307.6,294.1,34.95,86.41,18.3,28.27,34.3,21.7,7
sj,2005-11-28,0.14218700475435816,0.18,0.27,0.25,26.65,299.18,299.24,295.12,302.2,297.8,36.65,78.62,16.57,26.23,30.6,22.8,26
sj,2005-12-05,-0.03,0.04,0.18,0.21,0.0,298.58,298.54,293.02,300.5,295.9,11.2,71.46,14.51,24.99,28.9,20.6,13
iq,2005-12-05,0.36,0.22,0.26,0.3,60.5,299.22,300.71,296.66,308.4,295.4,71.8,87.72,18.36,28.1,34.8,21.5,11
sj,2005-12-12,-0.06,-0.08,0.17,0.17,0.0,299.13,299.24,294.33,300.8,297.5,13.6,75.08,15.72,25.46,29.4,21.1,17
iq,2005-12-12,0.2,0.19,0.19,0.25,46.91,298.57,300.26,297.19,307.0,295.4,46.9,92.96,18.95,28.1,34.0,22.3,2
iq,2005-12-19,0.18,0.14,0.26,0.14,151.0,298.02,299.37,297.19,304.4,295.5,113.36,95.67,18.92,28.3,33.6,22.9,6
sj,2005-12-19,0.11,0.05,0.29,0.29,0.0,298.44,298.65,294.14,300.9,296.5,20.64,77.32,15.53,24.63,28.9,20.6,8
iq,2006-01-02,0.14218700475435816,0.13057692307692306,0.20376569037656908,0.20244769874476987,45.760388080388076,298.70191562932223,299.22570539419087,295.2464107883817,303.42710926694326,295.7191562932227,40.151818810511756,82.16215076071923,16.746445366528356,27.18576786978061,32.452437325905294,22.10214979195562,9
sj,2006-01-02,-0.01,-0.05,0.11,0.1,16.27,298.68,298.86,293.8,300.3,297.2,5.76,74.51,15.2,24.66,28.3,20.6,10
iq,2006-01-02,0.2,0.24,0.23,0.22,38.78,298.83,299.64,292.88,307.8,292.4,15.2,73.16,14.52,27.18576786978061,34.5,19.7,25
sj,2006-01-02,0.14218700475435816,0.13057692307692306,0.20376569037656908,0.20244769874476987,45.760388080388076,298.70191562932223,299.22570539419087,295.2464107883817,303.42710926694326,295.7191562932227,40.151818810511756,82.16215076071923,16.746445366528356,27.18576786978061,32.452437325905294,22.10214979195562,10
sj,2006-01-09,-0.04,0.0,0.26,0.24,72.69,298.33,298.55,293.11,300.1,296.6,10.9,72.93,14.57,24.06,27.8,18.9,17
iq,2006-01-09,0.23,0.2,0.19,0.23,138.46,298.73,300.3,296.37,307.7,293.5,47.6,88.34,18.17,27.78,34.5,21.4,21
sj,2006-01-16,-0.19,-0.11,0.1,0.1,74.41,298.4,298.53,294.42,300.9,296.7,41.5,78.72,15.79,24.71,30.6,20.6,19
iq,2006-01-16,0.17,0.13,0.11,0.19,88.85,298.46,300.11,296.32,307.3,295.0,52.2,89.96,17.94,27.18576786978061,33.8,21.5,10
sj,2006-01-23,0.01,-0.05,0.1,0.11,0.0,298.29,298.34,293.51,299.9,296.6,16.8,74.9,14.9,24.29,27.2,20.6,9
iq,2006-01-23,0.15,0.14,0.15,0.16,49.32,297.19,298.29,295.78,304.8,294.4,52.2,93.11,17.36,27.3,33.5,22.3,28
iq,2006-01-30,0.38,0.31,0.35,0.37,34.17,297.17,298.22,296.65,302.7,294.3,63.98,97.32,18.26,27.18576786978061,33.7,21.5,39
sj,2006-01-30,0.04,-0.0,0.17,0.14,0.0,297.54,297.64,292.35,300.2,295.5,9.89,72.87,13.86,23.41,28.9,18.9,9
sj,2006-02-06,-0.31,-0.14,0.27,0.21,18.15,297.83,297.99,293.46,300.1,296.5,9.7,76.91,14.9,23.91,28.3,19.4,9
iq,2006-02-06,0.26,0.14,0.2,0.26,71.87,297.64,298.38,296.81,304.2,294.0,67.0,95.83,18.44,28.0,32.6,23.6,20
iq,2006-02-13,0.38,0.25,0.24,0.29,44.35,297.06,298.14,295.36,305.2,292.8,33.0,91.1,16.93,28.6,33.8,24.2,24
sj,2006-02-13,0.33,-0.03,0.19,0.21,0.0,297.96,298.24,293.91,300.9,295.6,10.37,78.49,15.28,24.74,30.6,20.0,3
sj,2006-02-20,-0.1,0.16,0.24,0.29,11.8,298.06,298.21,292.97,300.1,296.7,8.1,73.41,14.39,24.86,28.9,21.1,7
iq,2006-02-20,0.26,0.12,0.22,0.14,23.44,298.94,300.78,295.96,308.3,292.9,72.2,86.03,17.61,28.24,34.3,21.3,28
iq,2006-02-27,0.18,0.2,0.14,0.13,79.13,298.25,299.87,296.76,306.9,295.1,50.38,92.61,18.4,27.43,32.9,21.9,26
sj,2006-02-27,-0.17,-0.11,0.16,0.22,0.0,298.16,298.56,292.46,300.9,296.3,0.2,70.7,13.95,25.3,30.6,21.1,7
sj,2006-03-06,-0.01,0.02,0.18,0.15,0.0,297.99,298.14,293.07,300.8,295.4,7.5,74.28,14.5,25.53,30.6,21.1,0
iq,2006-03-06,0.42,0.41,0.37,0.32,94.99,297.93,299.11,297.21,304.0,294.7,130.6,96.36,18.9,28.0,33.3,21.9,8
sj,2006-03-13,0.01,-0.01,0.17,0.16,16.74,297.26,297.39,292.13,300.3,295.4,19.63,73.21,13.7,25.51,29.4,21.7,2
iq,2006-03-13,0.19,0.12,0.19,0.17,121.69,297.93,299.01,296.58,305.3,294.5,58.83,93.35,18.2,27.98,33.7,22.4,9
iq,2006-03-20,0.29,0.18,0.3,0.22,120.62,297.49,298.79,296.3,305.3,292.5,70.0,93.79,17.91,27.4,32.3,23.0,12
sj,2006-03-20,0.14218700475435816,-0.1,0.12,0.14,31.34,298.06,298.3,293.41,300.4,296.0,10.35,75.53,14.82,25.69,29.4,21.7,3
sj,2006-03-27,0.14218700475435816,0.05,0.1,0.09,24.44,298.3,298.52,293.53,301.3,296.5,5.0,74.98,14.94,26.66,32.8,22.2,3
iq,2006-03-27,0.25,0.19,0.22,0.18,121.46,298.04,299.24,297.07,304.9,294.8,88.81,95.02,18.73,28.3,33.7,22.0,18
iq,2006-04-03,0.24,0.21,0.16,0.28,41.68,297.77,299.44,296.05,308.3,293.8,87.9,91.81,17.61,27.93,33.7,22.6,9
sj,2006-04-03,0.05,0.07,0.09,0.1,174.04,298.24,298.55,294.42,301.2,296.2,36.3,79.6,15.79,25.43,30.6,21.1,1
iq,2006-04-10,0.3,0.27,0.26,0.26,75.33,297.83,298.81,296.97,305.5,292.9,66.46,95.51,18.71,28.3,33.9,21.4,9
sj,2006-04-10,0.02,0.02,0.12,0.1,44.84,298.67,298.81,294.17,300.6,297.0,12.6,76.33,15.57,25.86,30.6,22.2,3
iq,2006-04-17,0.33,0.27,0.32,0.28,69.6,298.06,299.18,296.46,306.4,293.9,54.86,92.11,18.08,27.4,32.8,22.5,6
sj,2006-04-17,-0.01,-0.1,0.16,0.13,60.86,298.59,298.82,294.45,301.1,296.8,28.63,78.02,15.87,26.69,30.6,22.8,3
sj,2006-04-24,0.04,0.04,0.12,0.09,103.35,298.9,299.19,294.44,302.0,296.6,26.99,76.6,15.83,26.31,30.6,22.8,3
iq,2006-04-24,0.21,0.24,0.19,0.14,74.93,296.85,297.71,295.05,305.3,291.7,39.6,90.86,16.56,27.0,33.5,19.5,6
iq,2006-05-01,0.15,0.08,0.18,0.11,65.07,297.63,299.02,296.38,306.3,293.6,38.84,93.64,17.96,27.85,33.3,22.5,8
sj,2006-05-01,0.01,0.04,0.12,0.1,54.47,298.87,299.19,294.73,302.2,296.5,29.05,78.1,16.12,26.5,31.1,22.2,7
iq,2006-05-08,0.29,0.19,0.27,0.29,127.24,296.18,297.56,295.45,304.3,291.8,70.0,96.1,16.98,24.3,32.3,21.7,5
sj,2006-05-08,0.14218700475435816,0.05,0.07,0.08,12.09,298.12,298.29,293.52,300.0,296.7,19.4,75.93,14.99,25.94,29.4,22.2,3
iq,2006-05-15,0.34,0.35,0.32,0.37,1.52,296.05,296.91,290.09,305.6,287.2,0.1,72.03,12.11,25.2,31.7,19.4,7
sj,2006-05-15,0.08,0.05,0.21,0.19,103.95,299.17,299.31,296.3,301.9,297.2,90.4,84.31,17.73,27.81,33.3,23.3,5
iq,2006-05-22,0.21,0.12,0.17,0.17,91.4,297.99,299.11,293.78,307.7,288.8,12.47,80.39,15.46,27.47,34.0,21.7,6
sj,2006-05-22,0.14218700475435816,-0.1,0.24,0.21,3.7,300.5,300.71,296.37,302.8,299.0,6.07,78.4,17.79,29.03,33.9,24.4,11
iq,2006-05-29,0.1,0.1,0.19,0.1,79.48,295.99,297.17,294.56,304.1,291.3,44.65,92.51,16.03,25.6,31.9,19.3,5
sj,2006-05-29,0.06,0.03,0.11,0.1,64.92,300.57,300.77,295.91,302.8,298.6,6.19,75.81,17.29,28.59,33.9,24.4,5
sj,2006-06-05,0.01,0.01,0.1,0.13,19.93,300.77,300.91,296.05,303.2,298.6,7.3,75.6,17.46,28.91,34.4,24.4,5
iq,2006-06-05,0.34,0.19,0.35,0.26,130.66,297.04,298.56,295.7,307.2,292.3,37.6,93.48,17.2,26.2,33.0,21.5,3
sj,2006-06-12,-0.01,-0.06,0.15,0.15,7.56,301.02,301.14,296.36,303.3,299.6,12.4,75.92,17.78,28.94,34.4,23.3,6
iq,2006-06-12,0.17,0.18,0.14,0.17,84.99,297.43,298.14,294.75,307.2,290.3,21.5,87.21,16.26,28.1,34.4,21.4,1
iq,2006-06-19,0.22,0.22,0.37,0.22,71.69,296.72,297.98,294.28,306.3,289.5,27.29,88.47,15.8,26.6,32.5,20.4,0
sj,2006-06-19,0.03,0.04,0.11,0.11,19.95,300.48,300.54,296.64,302.4,298.7,39.52,79.7,18.09,28.07,33.3,23.9,6
iq,2006-06-26,0.31,0.2,0.34,0.3,17.21,296.85,297.61,293.52,307.2,289.2,9.16,83.47,15.02,27.2,33.4,19.8,1
sj,2006-06-26,0.1,0.2,0.13,0.12,111.15,300.5,300.64,297.16,303.0,299.0,38.37,82.16,18.67,27.87,33.3,22.8,4
sj,2006-07-03,0.06,0.05,0.18,0.13,52.63,300.58,300.61,296.52,302.4,298.8,35.3,78.6,17.92,27.94,32.2,22.8,4
iq,2006-07-03,0.32,0.21,0.29,0.23,20.72,296.45,297.91,294.59,304.8,292.6,13.62,90.43,16.01,26.7,33.0,21.7,2
iq,2006-07-10,0.35,0.29,0.29,0.29,1.17,297.62,298.86,292.83,306.7,292.1,1.8,77.27,14.42,26.25,33.1,20.6,3
sj,2006-07-10,0.02,0.07,0.12,0.11,56.73,300.26,300.43,296.78,303.0,298.4,64.68,81.48,18.22,27.84,32.8,22.8,8
iq,2006-07-17,0.36,0.34,0.36,0.32,54.72,297.4,299.09,294.26,307.3,291.8,40.0,85.14,15.79,27.4,34.1,19.9,2
sj,2006-07-17,0.05,0.03,0.2,0.16,16.61,300.24,300.22,296.59,302.3,298.3,40.4,80.54,18.01,27.49,31.7,22.8,14
iq,2006-07-24,0.32,0.35,0.38,0.29,28.66,297.5,298.74,293.26,307.7,289.7,15.4,79.74,14.88,26.6,32.6,18.5,2
sj,2006-07-24,-0.06,-0.11,0.1,0.1,29.74,300.79,300.95,296.76,302.8,298.6,19.1,78.77,18.21,28.6,33.9,23.9,12
iq,2006-07-31,0.2,0.16,0.2,0.2,44.96,297.51,299.34,295.2,308.4,292.7,38.07,88.71,16.71,27.22,34.2,19.7,2
sj,2006-07-31,-0.11,0.1,0.15,0.15,93.78,300.4,300.47,296.96,302.7,298.4,72.24,81.65,18.43,27.83,32.2,22.8,16
sj,2006-08-07,0.0,0.01,0.15,0.13,63.83,300.21,300.37,296.57,303.1,297.9,171.58,80.65,18.01,27.44,31.1,23.9,10
iq,2006-08-07,0.44,0.37,0.33,0.38,11.79,297.5,299.51,293.08,308.9,291.0,12.39,79.24,14.63,27.6,33.9,19.4,2
iq,2006-08-14,0.29,0.24,0.29,0.33,47.74,298.65,300.64,295.55,307.9,294.6,22.19,84.62,17.07,27.67,33.3,20.9,2
sj,2006-08-14,0.14218700475435816,0.01,0.22,0.18,3.19,300.91,301.12,296.84,303.0,299.3,13.5,78.63,18.33,28.64,32.2,24.4,16
sj,2006-08-21,0.06,0.0,0.18,0.18,70.61,300.82,300.96,297.0,303.1,299.0,39.5,79.81,18.51,27.99,32.2,23.9,18
iq,2006-08-21,0.27,0.21,0.24,0.24,68.6,298.74,299.74,295.14,308.7,292.5,23.6,83.05,16.69,27.3,34.9,20.9,4
sj,2006-08-28,0.08,0.08,0.16,0.12,51.48,301.07,301.22,297.13,303.2,299.1,22.2,79.15,18.63,28.13,31.7,23.3,15
iq,2006-08-28,0.31,0.35,0.28,0.39,68.0,298.28,299.9,295.27,310.0,293.1,22.24,85.37,16.78,26.5,33.2,20.3,0
sj,2006-09-04,0.01,-0.03,0.14,0.13,24.11,301.07,301.16,296.88,303.1,298.8,15.5,78.12,18.4,28.54,32.2,24.4,23
iq,2006-09-04,0.23,0.28,0.24,0.28,90.33,299.27,300.35,293.9,310.3,290.2,9.4,75.53,15.46,27.42,34.1,20.6,6
sj,2006-09-11,0.03,-0.05,0.14,0.18,67.31,301.1,301.36,296.86,304.2,298.8,27.2,77.93,18.38,28.53,33.3,23.9,17
iq,2006-09-11,0.28,0.24,0.24,0.26,111.87,297.8,299.16,293.04,308.7,291.9,16.4,77.25,14.64,28.35,35.0,17.8,3
sj,2006-09-18,-0.06,-0.02,0.2,0.17,27.18,301.42,301.56,296.72,303.6,299.2,9.6,75.86,18.21,28.83,33.3,23.9,33
iq,2006-09-18,0.38,0.38,0.3,0.31,82.2,299.34,300.86,294.35,311.2,291.5,35.7,77.51,15.91,27.93,34.8,21.4,2
sj,2006-09-25,-0.03,-0.04,0.19,0.17,27.63,301.34,301.54,296.9,304.2,299.0,18.86,76.95,18.4,28.96,32.8,25.0,15
iq,2006-09-25,0.47,0.24,0.47,0.49,134.64,299.38,300.69,295.74,308.6,294.3,44.62,82.85,17.25,28.57,35.2,22.0,6
sj,2006-10-02,0.14218700475435816,0.13057692307692306,0.18,0.2,12.22,301.47,301.69,296.55,303.7,299.6,14.1,74.73,18.0,28.86,33.9,24.4,13
iq,2006-10-02,0.35,0.25,0.35,0.31,60.48,299.47,300.44,295.16,310.3,292.0,24.8,80.49,16.74,28.7,35.9,21.1,2
sj,2006-10-09,0.06,-0.15,0.24,0.25,44.38,301.4,301.43,296.76,303.2,299.2,20.4,76.01,18.26,28.7,33.3,23.9,11
iq,2006-10-09,0.16,0.19,0.22,0.15,41.69,299.35,301.03,296.75,309.5,293.8,29.5,86.85,18.45,28.06,33.7,22.1,7
iq,2006-10-16,0.32,0.28,0.21,0.33,103.77,299.65,301.01,297.76,308.1,295.7,55.5,90.38,19.6,28.6,35.4,22.8,4
sj,2006-10-16,0.12,0.12,0.07,0.06,64.15,300.76,300.77,296.84,302.9,298.6,37.0,79.41,18.39,28.36,33.3,23.9,14
iq,2006-10-23,0.49,0.37,0.44,0.38,55.94,298.79,300.41,296.66,308.3,294.0,54.8,89.7,18.31,27.56,33.8,19.8,6
sj,2006-10-23,0.05,-0.04,0.17,0.13,95.43,300.68,300.83,296.88,302.9,299.0,27.2,79.93,18.46,28.11,32.8,23.3,17
sj,2006-10-30,0.14218700475435816,0.07,0.16,0.11,15.91,300.94,301.03,297.37,303.4,299.3,54.12,81.09,18.95,28.5,32.2,25.0,19
iq,2006-10-30,0.36,0.27,0.35,0.32,67.5,300.47,301.88,296.88,309.8,295.1,42.73,82.93,18.63,28.83,35.7,22.0,6
iq,2006-11-06,0.3,0.25,0.3,0.28,80.25,299.43,300.91,297.85,307.8,295.3,68.0,92.09,19.73,28.25,33.9,22.4,2
sj,2006-11-06,-0.28,-0.03,0.22,0.18,6.61,300.88,300.99,296.16,302.8,299.2,8.2,75.57,17.62,27.99,31.7,24.4,20
iq,2006-11-13,0.32,0.19,0.27,0.25,86.65,297.3,298.44,296.2,304.5,293.5,87.2,94.44,17.79,27.6,33.2,21.8,13
sj,2006-11-13,-0.17,-0.46,0.17,0.13,21.29,300.41,300.56,295.06,302.8,298.5,13.2,72.68,16.46,27.19,31.7,23.3,12
iq,2006-11-20,0.34,0.27,0.34,0.33,43.59,298.1,299.56,296.96,307.3,294.7,61.43,94.3,18.64,27.0,32.3,22.5,10
sj,2006-11-20,0.09,-0.01,0.18,0.19,57.01,299.33,299.49,294.66,302.4,296.5,26.82,75.6,16.08,27.04,32.8,22.8,21
sj,2006-11-27,0.01,0.13057692307692306,0.09,0.03,51.3,300.34,300.41,295.92,302.2,298.4,14.56,76.83,17.35,27.41,32.2,22.2,7
iq,2006-11-27,0.15,0.15,0.19,0.16,75.33,299.2,300.94,296.99,309.1,294.0,61.28,89.55,18.74,27.9,34.9,22.9,5
iq,2006-12-04,0.45,0.3,0.34,0.43,99.89,298.2,299.2,297.61,304.6,294.6,95.02,96.8,19.43,28.4,33.7,23.2,2
sj,2006-12-04,0.05,-0.05,0.23,0.1,25.02,299.5,299.46,294.57,300.8,297.5,42.55,74.43,15.97,25.94,29.4,22.2,19
iq,2006-12-11,0.38,0.3,0.35,0.41,157.75,298.16,299.07,297.35,304.4,294.2,63.0,95.88,19.11,27.18576786978061,33.8,22.10214979195562,0
sj,2006-12-11,-0.04,0.03,0.18,0.2,0.0,299.63,299.74,295.59,301.3,298.2,18.4,78.64,16.99,26.53,30.0,22.8,10
sj,2006-12-18,-0.05,0.03,0.11,0.13,0.0,299.3,299.47,294.55,300.8,297.7,14.5,75.24,15.92,25.93,30.0,22.2,13
iq,2006-12-18,0.33,0.26,0.38,0.35,111.48,297.68,298.99,296.73,306.7,294.3,80.2,95.08,18.36,27.18576786978061,32.9,23.5,1
iq,2006-12-25,0.35,0.22,0.32,0.26,114.58,298.18,299.58,296.94,306.5,294.9,210.5,93.82,18.58,27.45,32.7,22.4,8
sj,2006-12-25,-0.11,-0.14,0.18,0.17,64.08,299.15,299.31,294.68,301.4,297.5,22.5,76.58,16.03,25.89,30.0,21.1,13
sj,2007-01-01,0.26,0.05,0.15,0.14,0.0,298.67,298.89,294.23,300.2,297.6,12.4,76.53,15.6,25.36,28.3,21.7,10
iq,2007-01-01,0.22,0.16,0.19,0.13,79.94,297.29,298.21,296.52,306.3,293.2,88.9,95.93,18.14,26.6,31.9,21.5,0
iq,2007-01-08,0.17,0.21,0.13,0.24,37.06,297.1,298.58,296.39,304.6,294.6,144.59,96.24,17.96,26.82,31.7,22.9,14
sj,2007-01-08,0.14218700475435816,-0.04,0.19,0.21,0.0,298.57,298.69,293.76,300.3,296.7,16.3,74.81,15.12,25.09,29.4,21.1,8
sj,2007-01-15,-0.02,-0.0,0.1,0.07,63.41,298.22,298.32,294.02,300.6,295.9,60.49,77.65,15.37,24.97,28.3,20.6,21
iq,2007-01-15,0.27,0.29,0.21,0.25,126.89,297.39,298.44,296.39,305.5,293.3,52.2,94.65,17.98,27.78,33.4,22.2,6
sj,2007-01-22,0.13,0.12,0.25,0.25,0.0,298.2,298.33,293.21,299.5,296.6,9.33,73.8,14.61,25.0,28.3,21.1,11
iq,2007-01-22,0.19,0.14,0.26,0.31,95.47,297.61,298.45,297.03,303.7,294.9,180.99,97.0,18.69,27.7,33.6,22.0,10
sj,2007-01-29,0.14218700475435816,0.04,0.1,0.14,0.0,297.95,298.22,292.7,301.3,295.5,0.0,72.76,14.16,25.09,30.6,20.6,9
iq,2007-01-29,0.17,0.18,0.16,0.2,83.7,298.14,299.61,296.77,307.8,294.3,65.1,93.14,18.41,27.72,35.0,22.3,5
iq,2007-02-05,0.32,0.4,0.33,0.44,61.8,298.33,299.69,295.77,309.7,293.4,11.7,87.53,17.32,28.6,35.4,22.4,12
sj,2007-02-05,-0.22,0.07,0.2,0.23,0.0,298.55,298.79,293.74,300.4,296.7,0.6,74.8,15.1,25.6,30.0,21.1,14
iq,2007-02-12,0.29,0.3,0.26,0.32,14.19,299.17,300.29,294.15,308.7,291.4,2.1,75.8,15.69,28.85,36.7,21.4,9
sj,2007-02-12,-0.08,-0.07,0.24,0.19,0.0,298.44,298.59,293.83,301.4,295.8,1.2,75.75,15.18,26.16,32.2,21.1,14
iq,2007-02-19,0.26,0.12,0.18,0.24,25.7,300.57,302.18,294.17,310.2,294.4,11.55,72.45,15.92,28.74,36.2,21.2,5
sj,2007-02-19,0.21,0.1,0.19,0.16,0.0,298.71,298.89,293.69,301.2,295.7,6.73,73.93,15.09,26.41,31.1,21.7,15
sj,2007-02-26,0.14218700475435816,-0.02,0.01,0.05,0.0,298.32,298.51,294.2,301.0,296.2,23.12,78.13,15.56,25.63,31.7,21.1,18
iq,2007-02-26,0.17,0.2,0.17,0.17,55.56,299.06,300.64,294.29,309.2,291.5,35.33,78.59,16.02,28.56,35.8,20.4,11
sj,2007-03-05,0.05,-0.02,0.18,0.12,0.0,299.11,299.25,294.33,301.5,296.9,3.7,75.01,15.7,26.56,32.2,22.2,16
iq,2007-03-05,0.22,0.21,0.19,0.23,117.07,297.45,298.71,296.32,305.8,293.4,227.25,94.35,17.91,27.3,33.0,21.9,2
iq,2007-03-12,0.3,0.29,0.26,0.29,55.47,296.95,298.1,296.3,303.8,293.8,51.3,96.52,17.88,28.0,33.1,21.7,6
sj,2007-03-12,0.04,0.0,0.16,0.18,0.0,299.02,299.34,294.02,301.0,296.6,1.5,74.03,15.38,26.71,31.7,21.7,12
sj,2007-03-19,0.01,0.02,0.16,0.15,9.12,298.45,298.66,293.77,301.8,296.8,5.1,75.44,15.17,26.86,32.8,22.2,20
iq,2007-03-19,0.21,0.22,0.26,0.22,150.33,297.68,298.73,295.89,305.4,292.6,59.2,90.86,17.47,27.0,33.9,21.7,7
sj,2007-03-26,0.02,0.04,0.07,0.08,33.72,298.76,298.85,294.38,300.9,297.1,25.2,76.78,15.74,27.13,33.3,22.8,8
iq,2007-03-26,0.24,0.24,0.22,0.26,93.14,297.84,299.15,296.56,307.2,292.8,58.4,93.59,18.21,28.25,34.6,21.5,6
sj,2007-04-02,0.02,0.03,0.19,0.16,90.68,297.78,297.86,293.27,299.9,296.5,36.3,76.21,14.77,25.6,30.0,21.7,3
iq,2007-04-02,0.24,0.19,0.27,0.27,97.04,297.72,298.81,296.92,305.5,294.3,238.2,95.82,18.59,27.27,34.0,22.6,5
iq,2007-04-09,0.15,0.15,0.23,0.16,98.94,297.56,298.59,296.69,304.1,292.4,147.57,95.53,18.33,27.85,34.4,21.3,9
sj,2007-04-09,-0.07,0.0,0.21,0.23,13.09,298.55,298.69,293.38,301.2,295.9,1.2,73.3,14.91,26.39,32.8,20.6,13
